ExperimentName	DisplayRunNumber	HCPID	Subject	Session	RandomSeed	Group	Display.RefreshRate	triggercode	Allowed	Target	Nontarget	FontStyle	ACC_2_Back_Face	Avg_RT_For_Correct_Trials_2_Back_Face	ACC_0_Back_Face	Avg_RT_For_Correct_Trials_0_Back_Face	ACC_2_Back_Tools	Avg_RT_For_Correct_Trials_2_Back_Tools	ACC_0_Back_Tools	Avg_RT_For_Correct_Trials_0_Back_Tools	FeelFreeToRest.OnsetDelay	FeelFreeToRest.OnsetTime	FeelFreeToRest.DurationError	FeelFreeToRest.StartTime	MasterList	Procedure[Block]	Stimulus[Block]	BlockNumber	MasterList.Cycle	MasterList.Sample	Running[Block]	IntroButtonMap.OnsetDelay	IntroButtonMap.OnsetTime	IntroButtonMap.DurationError	GetReady.OnsetDelay	GetReady.OnsetTime	GetReady.DurationError	Cue2Back.OnsetDelay	Cue2Back.OnsetTime	Cue2Back.DurationError	Run3Block1	TargetType	CorrectResponse	StimType	BlockType	Stim.OnsetDelay	Stim.OnsetTime	Stim.DurationError	Stim.RTTime	Stim.ACC	Stim.RT	Stim.RESP	Stim.CRESP	Fix.OnsetDelay	Fix.OnsetTime	Fix.DurationError	Run3Block2	Fix15sec.OnsetDelay	Fix15sec.OnsetTime	Fix15sec.DurationError	CueTarget.OnsetDelay	CueTarget.OnsetTime	CueTarget.DurationError	Run3Block3	Run3Block4	Run3Block5	Run3Block6	Run3Block7	Run3Block8	Run4Block1	Run4Block2	Run4Block3	Run4Block4	Run4Block5	Run4Block6	Run4Block7	Run4Block8	Block	Procedure[Trial]	Stimulus[Trial]	ReadyList	Running[Trial]	ReadyList.Cycle	ReadyList.Sample	SyncSlide.OnsetDelay	SyncSlide.OnsetTime	SyncSlide.DurationError	SyncSlide.FinishTime	Trial
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	10	TrialsPROC	TO_060_TOOL60_BA.png	4	1	38	MasterList											nontarget	8	Tools	0-Back	4	130708	-4	131576	1	868	8	8	4	132708	-4									2													38											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	10	TrialsPROC	TO_056_TOOL56_BA.png	4	1	39	MasterList											nontarget	8	Tools	0-Back	4	133208	-4	133768	1	560	8	8	4	135208	-4									3													39											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	10	TrialsPROC	TO_055_TOOL55_BA.png	4	1	40	MasterList											target	7	Tools	0-Back	4	135708	-4	136288	1	580	7	7	4	137708	-4									4													40											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	10	TrialsPROC	TO_056_TOOL56_BA.png	4	1	41	MasterList											lure	8	Tools	0-Back	4	138208	-4	138945	1	737	8	8	4	140208	-4									5													41											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	10	TrialsPROC	TO_059_TOOL59_BA.png	4	1	42	MasterList											nontarget	8	Tools	0-Back	4	140708	-4	141360	1	652	8	8	4	142708	-4									6													42											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	10	TrialsPROC	TO_058_TOOL58_BA.png	4	1	43	MasterList											nontarget	8	Tools	0-Back	4	143208	-4	143840	1	632	8	8	3	145207	-3									7													43											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	10	TrialsPROC	TO_057_TOOL57_BA.png	4	1	44	MasterList											nontarget	8	Tools	0-Back	3	145707	-3	146296	1	589	8	8	3	147707	-3									8													44											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	10	TrialsPROC	TO_060_TOOL60_BA.png	4	1	45	MasterList											lure	8	Tools	0-Back	3	148207	-3	149056	1	849	8	8	3	150207	-3									9													45											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	10	TrialsPROC	TO_059_TOOL59_BA.png	4	1	46	MasterList											lure	8	Tools	0-Back	3	150707	-3	151696	1	989	8	8	3	152707	-3									10													46											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	11	Fix15secPROC	?	0	1	47	MasterList																											3	153207	-3																		47											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	12	Cue2BackPROC	?	5	1	48	MasterList							2	168206	-2																																						48											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	13	TrialsPROC	FC_066_F33.png	5	1	49	MasterList											nontarget	8	Face	2-Back	2	170706	-2	171255	1	549	8	8	2	172706	-2										1												49											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	13	TrialsPROC	FC_063_M32.png	5	1	50	MasterList											nontarget	8	Face	2-Back	2	173206	-2	173960	1	754	8	8	2	175206	-2										2												50											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	13	TrialsPROC	FC_066_F33.png	5	1	51	MasterList											target	7	Face	2-Back	2	175706	-2	176232	1	526	7	7	2	177706	-2										3												51											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	13	TrialsPROC	FC_062_F31.png	5	1	52	MasterList											nontarget	8	Face	2-Back	2	178206	-2	178816	1	610	8	8	2	180206	-2										4												52											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	13	TrialsPROC	FC_065_M33.png	5	1	53	MasterList											nontarget	8	Face	2-Back	2	180706	-2	181776	1	1070	8	8	2	182706	-2										5												53											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	13	TrialsPROC	FC_064_F32.png	5	1	54	MasterList											nontarget	8	Face	2-Back	1	183205	-1	184241	1	1036	8	8	1	185205	-1										6												54											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	13	TrialsPROC	FC_065_M33.png	5	1	55	MasterList											target	7	Face	2-Back	1	185705	-1	186256	1	551	7	7	1	187705	-1										7												55											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	13	TrialsPROC	FC_062_F31.png	5	1	56	MasterList											lure	8	Face	2-Back	1	188205	-1	189280	0	1075	7	8	1	190205	-1										8												56											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	13	TrialsPROC	FC_061_M31.png	5	1	57	MasterList											nontarget	8	Face	2-Back	1	190705	-1	191496	1	791	8	8	1	192705	-1										9												57											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	13	TrialsPROC	FC_061_M31.png	5	1	58	MasterList											lure	8	Face	2-Back	1	193205	-1	194216	1	1011	8	8	1	195205	-1										10												58											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	14	Cue0BackPROC	TO_061_TOOL61_BA.png	6	1	59	MasterList																														1	195705	-1															59											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	15	TrialsPROC	TO_063_TOOL63_BA.png	6	1	60	MasterList											nontarget	8	Tools	0-Back	1	198205	-1	198928	1	723	8	8	1	200205	-1											1											60											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	15	TrialsPROC	TO_061_TOOL61_BA.png	6	1	61	MasterList											target	7	Tools	0-Back	1	200705	-1	201208	1	503	7	7	0	202704	0											2											61											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	15	TrialsPROC	TO_065_TOOL65_BA.png	6	1	62	MasterList											nontarget	8	Tools	0-Back	0	203204	0	203823	1	619	8	8	0	205204	0											3											62											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	15	TrialsPROC	TO_066_TOOL66_BA.png	6	1	63	MasterList											nontarget	8	Tools	0-Back	0	205704	0	206559	1	855	8	8	0	207704	0											4											63											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	15	TrialsPROC	TO_061_TOOL61_BA.png	6	1	64	MasterList											target	7	Tools	0-Back	0	208204	0	208991	1	787	7	7	0	210204	0											5											64											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	15	TrialsPROC	TO_062_TOOL62_BA.png	6	1	65	MasterList											nontarget	8	Tools	0-Back	0	210704	0	211535	1	831	8	8	0	212704	0											6											65											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	15	TrialsPROC	TO_066_TOOL66_BA.png	6	1	66	MasterList											lure	8	Tools	0-Back	0	213204	0	213968	1	764	8	8	0	215204	0											7											66											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	15	TrialsPROC	TO_065_TOOL65_BA.png	6	1	67	MasterList											lure	8	Tools	0-Back	0	215704	0	216575	1	871	8	8	0	217704	0											8											67											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	15	TrialsPROC	TO_064_TOOL64_BA.png	6	1	68	MasterList											nontarget	8	Tools	0-Back	0	218204	0	219175	1	971	8	8	0	220204	0											9											68											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	15	TrialsPROC	TO_063_TOOL63_BA.png	6	1	69	MasterList											lure	8	Tools	0-Back	0	220704	0	221439	1	735	8	8	0	222704	0											10											69											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	16	Fix15secPROC	?	0	1	70	MasterList																											-1	223203	1																		70											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	17	Cue0BackPROC	FC_068_F34.png	7	1	71	MasterList																														-1	238203	1															71											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	18	TrialsPROC	FC_069_M35.png	7	1	72	MasterList											nontarget	8	Face	0-Back	-1	240703	1	241415	1	712	8	8	-2	242702	2												1										72											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	18	TrialsPROC	FC_072_F36.png	7	1	73	MasterList											nontarget	8	Face	0-Back	-2	243202	2	244559	1	1357	8	8	-2	245202	2												2										73											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	18	TrialsPROC	FC_068_F34.png	7	1	74	MasterList											target	7	Face	0-Back	-2	245702	2	247326	0	1624	8	7	-2	247702	2												3										74											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	18	TrialsPROC	FC_071_M36.png	7	1	75	MasterList											nontarget	8	Face	0-Back	-2	248202	2	249183	1	981	8	8	-2	250202	2												4										75											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	18	TrialsPROC	FC_071_M36.png	7	1	76	MasterList											lure	8	Face	0-Back	-2	250702	2	251423	1	721	8	8	-2	252702	2												5										76											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	18	TrialsPROC	FC_072_F36.png	7	1	77	MasterList											lure	8	Face	0-Back	-2	253202	2	254607	0	1405	7	8	-2	255202	2												6										77											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	18	TrialsPROC	FC_067_M34.png	7	1	78	MasterList											nontarget	8	Face	0-Back	-2	255702	2	256287	1	585	8	8	-2	257702	2												7										78											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	18	TrialsPROC	FC_070_F35.png	7	1	79	MasterList											nontarget	8	Face	0-Back	-2	258202	2	258823	1	621	8	8	-3	260201	3												8										79											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	18	TrialsPROC	FC_068_F34.png	7	1	80	MasterList											target	7	Face	0-Back	-3	260701	3	262047	0	1346	8	7	-3	262701	3												9										80											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	18	TrialsPROC	FC_070_F35.png	7	1	81	MasterList											lure	8	Face	0-Back	-3	263201	3	264431	1	1230	8	8	-3	265201	3												10										81											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	19	Cue2BackPROC	?	8	1	82	MasterList							-3	265701	3																																						82											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	20	TrialsPROC	TO_070_TOOL70_BA.png	8	1	83	MasterList											nontarget	8	Tools	2-Back	-3	268201	3	0	0	0	""	8	-3	270201	3													1									83											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	20	TrialsPROC	TO_072_TOOL72_BA.png	8	1	84	MasterList											nontarget	8	Tools	2-Back	-3	270701	3	271287	1	586	8	8	-3	272701	3													2									84											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	20	TrialsPROC	TO_071_TOOL71_BA.png	8	1	85	MasterList											nontarget	8	Tools	2-Back	-3	273201	3	273911	1	710	8	8	-3	275201	3													3									85											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	20	TrialsPROC	TO_072_TOOL72_BA.png	8	1	86	MasterList											target	7	Tools	2-Back	-3	275701	3	276455	1	754	7	7	-3	277701	3													4									86											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	20	TrialsPROC	TO_071_TOOL71_BA.png	8	1	87	MasterList											target	7	Tools	2-Back	-3	278201	3	279175	1	974	7	7	-4	280200	4													5									87											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	20	TrialsPROC	TO_068_TOOL68_BA.png	8	1	88	MasterList											nontarget	8	Tools	2-Back	-4	280700	4	281342	1	642	8	8	-4	282700	4													6									88											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	20	TrialsPROC	TO_067_TOOL67_BA.png	8	1	89	MasterList											nontarget	8	Tools	2-Back	-4	283200	4	283854	1	654	8	8	-4	285200	4													7									89											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	20	TrialsPROC	TO_069_TOOL69_BA.png	8	1	90	MasterList											nontarget	8	Tools	2-Back	-4	285700	4	286510	1	810	8	8	-4	287700	4													8									90											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	20	TrialsPROC	TO_069_TOOL69_BA.png	8	1	91	MasterList											lure	8	Tools	2-Back	-4	288200	4	289207	1	1007	8	8	-4	290200	4													9									91											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	20	TrialsPROC	TO_068_TOOL68_BA.png	8	1	92	MasterList											lure	8	Tools	2-Back	-4	290700	4	291806	1	1106	8	8	-4	292700	4													10									92											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	21	Fix15secPROC	?	0	1	93	MasterList																											-4	293200	4																		93											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	22	Cue2BackPROC	?	1	1	94	MasterList							-5	308199	5																																						94											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	23	TrialsPROC	TO_073_TOOL73_BA.png	1	1	95	MasterList											nontarget	8	Tools	2-Back	-5	310699	5	311406	1	707	8	8	-5	312699	5														1								95											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	23	TrialsPROC	TO_075_TOOL75_BA.png	1	1	96	MasterList											nontarget	8	Tools	2-Back	-5	313199	5	314046	1	847	8	8	-5	315199	5														2								96											
MEG_WorkMem_Only_Faces_and_Tools_Feb2013_Run2of2	Run Number >> 2 << out of 2 runs	CP100307	1	1	2110473506	1	60.009	7	{ANY}	7	8	Verdana	0.925	765.189189189189	0.925	727.081081081081	0.925	906.027027027027	1	674.125	-3	588201	-999999	588106	23	TrialsPROC	TO_073_TOOL73_BA.png	1	1	97	MasterList											target	7	Tools	2-Back	-5	315699	5	316414	1	715	7	7	-5	317699	5														3								97											
